candidate,age,stage,anchor_index,noise_start_t,accepted,pass_feature,pass_memorization_floor,pass_ood_ceiling,pass_amplitude,feature_z_max,nearest_real_distance,max_abs_normalized
0,1,1,274,23,1,1,1,1,1,1.026843547821045,0.048486702144145966,0.7143274545669556
1,1,0,252,12,1,1,1,1,1,1.4732704162597656,0.03284875303506851,0.7170218825340271
2,0,0,142,10,1,1,1,1,1,1.7319512367248535,0.060391463339328766,0.9448358416557312
3,0,1,203,20,1,1,1,1,1,0.9916521310806274,0.04868804290890694,0.8631511926651001
4,1,1,267,17,1,1,1,1,1,1.3885047435760498,0.044201672077178955,0.6881018877029419
5,0,1,212,8,1,1,1,1,1,2.710925340652466,0.029621973633766174,1.1407058238983154
6,0,1,187,17,1,1,1,1,1,1.1399158239364624,0.03684905916452408,0.7675072550773621
7,0,0,89,13,1,1,1,1,1,1.7637956142425537,0.05179593712091446,1.0348279476165771
8,1,1,56,12,1,1,1,1,1,1.652073621749878,0.03867164999246597,1.0137417316436768
9,0,1,183,14,1,1,1,1,1,1.531599760055542,0.04481246694922447,0.8291952013969421
10,1,1,295,10,1,1,1,1,1,1.3050377368927002,0.03906309977173805,1.1088073253631592
11,1,0,50,19,1,1,1,1,1,1.9049763679504395,0.040382981300354004,0.9622625112533569
12,1,1,263,10,1,1,1,1,1,1.82949697971344,0.024221301078796387,0.7033332586288452
13,0,0,91,15,1,1,1,1,1,1.294015645980835,0.06435965746641159,1.0129996538162231
14,0,1,193,21,1,1,1,1,1,1.039254903793335,0.04359964653849602,0.7561684846878052
15,0,0,75,8,1,1,1,1,1,3.6523783206939697,0.037307482212781906,1.0909448862075806
16,1,0,228,11,1,1,1,1,1,1.1568259000778198,0.03729329630732536,0.9564498066902161
17,0,1,183,23,1,1,1,1,1,2.5559732913970947,0.07451779395341873,0.8878847360610962
18,1,0,20,22,1,1,1,1,1,0.7989374399185181,0.05106674134731293,0.827954888343811
19,1,0,47,24,1,1,1,1,1,1.9564186334609985,0.04173358902335167,1.0341275930404663
20,1,1,271,25,1,1,1,1,1,1.6354066133499146,0.07038316130638123,0.7494538426399231
21,0,1,203,11,1,1,1,1,1,1.184215784072876,0.030059417709708214,0.9244024157524109
22,0,0,128,25,1,1,1,1,1,1.039693832397461,0.05160800740122795,1.035994529724121
23,0,0,122,12,1,1,1,1,1,1.4163856506347656,0.038908589631319046,0.9836736917495728
24,0,1,179,12,1,1,1,1,1,1.1804653406143188,0.023487713187932968,0.8034813404083252
