candidate,age,stage,anchor_index,noise_start_t,accepted,pass_feature,pass_memorization_floor,pass_ood_ceiling,pass_amplitude,feature_z_max,nearest_real_distance,max_abs_normalized
0,0,0,3,25,1,1,1,1,1,4.936645030975342,0.07037991285324097,1.1096131801605225
1,0,1,28,8,1,1,1,1,1,1.6206884384155273,0.016232002526521683,1.023228406906128
2,0,1,62,16,0,0,1,1,1,6.633690357208252,0.011653909459710121,0.9939180612564087
3,0,1,59,22,0,0,1,1,1,18.36203384399414,0.03205921873450279,0.9641335606575012
4,0,0,10,14,0,0,1,1,1,7.54624605178833,0.01988469623029232,0.9888675808906555
5,0,1,55,25,0,0,1,1,1,7.204006671905518,0.042631667107343674,0.9651289582252502
6,0,1,55,20,0,0,1,1,1,14.266252517700195,0.0359124019742012,0.968608021736145
7,0,1,53,19,0,0,1,1,1,11.809186935424805,0.015439914539456367,1.0008264780044556
8,0,0,35,25,0,0,1,1,1,12.73557186126709,0.03943368047475815,0.9552326202392578
9,0,1,52,23,0,0,1,1,1,10.143830299377441,0.01985403522849083,0.9910948276519775
10,0,0,8,15,1,1,1,1,1,4.826963901519775,0.03828148916363716,1.0143139362335205
11,0,0,2,14,1,1,1,1,1,4.31910514831543,0.035019442439079285,1.0333290100097656
12,0,0,23,25,1,1,1,1,1,2.455228090286255,0.059941597282886505,0.9776145815849304
13,0,0,12,18,1,1,1,1,1,2.876129150390625,0.07001210749149323,1.0981584787368774
14,0,1,50,11,1,1,1,1,1,4.985213279724121,0.03838153928518295,0.9553742408752441
15,0,1,26,18,0,0,1,1,1,5.568046569824219,0.02281089685857296,1.025482177734375
16,0,0,38,17,0,0,1,1,1,8.997030258178711,0.04311547800898552,0.9468521475791931
17,0,0,38,20,0,0,1,1,1,6.562254428863525,0.0882793515920639,0.876951277256012
18,0,0,19,16,1,1,1,1,1,1.6487056016921997,0.03693124279379845,1.0183743238449097
19,0,0,1,9,1,1,1,1,1,2.9114186763763428,0.021763527765870094,1.0775264501571655
20,0,0,7,12,1,1,1,1,1,3.0654823780059814,0.02825077623128891,1.0184745788574219
21,0,0,17,24,1,1,1,1,1,1.3861199617385864,0.023997625336050987,0.9736700057983398
22,0,1,49,20,0,0,1,1,1,12.719904899597168,0.03250863775610924,0.9604294300079346
23,0,1,30,19,0,0,1,1,1,8.25767707824707,0.018444275483489037,1.0156712532043457
24,0,0,43,12,0,0,1,1,1,5.762627124786377,0.03204129636287689,0.9664644002914429
25,0,1,59,19,0,0,1,1,1,16.52834129333496,0.024526426568627357,0.9957435131072998
26,0,0,45,12,0,0,1,1,1,6.143996715545654,0.026952605694532394,1.001512050628662
27,0,0,8,23,0,0,1,1,1,7.60183572769165,0.018680742010474205,0.9981697201728821
28,0,1,55,25,0,0,1,1,1,12.351497650146484,0.05017995834350586,0.9416599869728088
29,0,0,4,18,1,1,1,1,1,2.219862937927246,0.03347402438521385,0.9736877083778381
30,0,1,26,8,1,1,1,1,1,2.5774896144866943,0.023548604920506477,1.0056208372116089
31,0,1,59,12,0,0,1,1,1,6.592979431152344,0.015520124696195126,0.9883937835693359
32,0,1,49,10,0,0,1,1,1,8.049925804138184,0.020459402352571487,0.9969303011894226
33,0,0,3,13,1,1,1,1,1,4.076082706451416,0.022923951968550682,1.0108916759490967
34,0,0,34,10,0,0,1,1,1,6.050233840942383,0.025223931297659874,0.9728354215621948
35,0,0,6,14,1,1,1,1,1,1.8787100315093994,0.051718439906835556,0.9603433012962341
36,0,1,57,22,0,0,1,1,1,12.767450332641602,0.028804302215576172,1.0360087156295776
37,0,0,10,12,0,0,1,1,1,6.8863654136657715,0.027684874832630157,0.994973361492157
38,0,0,32,22,0,0,1,1,1,10.11623764038086,0.05399303138256073,1.1694462299346924
39,0,0,33,24,1,1,1,1,1,3.0229508876800537,0.04071299359202385,1.049438238143921
40,0,0,32,21,0,0,1,1,1,9.226521492004395,0.02657068520784378,1.0121983289718628
