candidate,age,stage,anchor_index,noise_start_t,accepted,pass_feature,pass_memorization_floor,pass_ood_ceiling,pass_amplitude,feature_z_max,nearest_real_distance,max_abs_normalized
0,0,1,32,17,0,0,1,1,1,13.559545516967773,0.02400640770792961,1.007317304611206
1,0,1,58,8,0,0,1,1,1,11.778809547424316,0.020780526101589203,1.001716136932373
2,0,1,23,22,0,0,1,1,1,11.373319625854492,0.026072988286614418,1.0103847980499268
3,0,0,10,21,1,1,1,1,1,4.206812381744385,0.024323301389813423,1.013179898262024
4,0,0,4,13,1,1,1,1,1,1.7612993717193604,0.018911343067884445,1.0195744037628174
5,0,0,38,8,0,0,1,1,1,12.196769714355469,0.02815992385149002,0.9791861772537231
6,0,1,26,11,0,0,1,1,1,14.573296546936035,0.039214517921209335,1.0622104406356812
7,0,0,46,16,0,0,1,1,1,9.921250343322754,0.061753034591674805,1.0051500797271729
8,0,1,25,11,0,0,1,1,1,9.995758056640625,0.018883099779486656,0.9951005578041077
9,0,0,49,19,1,1,1,1,1,3.092747926712036,0.03215336799621582,1.0265483856201172
10,0,0,47,15,0,0,1,1,1,8.157801628112793,0.04734993353486061,0.9820700287818909
11,0,0,41,19,0,0,1,1,1,12.257539749145508,0.049267422407865524,0.9644596576690674
12,0,0,17,16,0,0,1,1,1,5.3685221672058105,0.020405307412147522,1.0316410064697266
13,0,1,57,15,0,0,1,1,1,9.020768165588379,0.022955182939767838,1.005685806274414
14,0,0,50,15,0,0,1,1,1,6.053972244262695,0.030119694769382477,0.9984886050224304
15,0,1,23,9,0,0,1,1,1,16.383127212524414,0.03373996540904045,1.0543415546417236
16,0,0,15,15,1,1,1,1,1,4.506965637207031,0.02938581444323063,1.037133812904358
17,0,0,36,8,0,0,1,1,1,7.72504186630249,0.026397788897156715,1.0540878772735596
18,0,1,57,25,0,0,1,1,1,14.45919418334961,0.01716419868171215,1.0345064401626587
19,0,0,11,23,1,1,1,1,1,2.7304935455322266,0.057577621191740036,1.0839511156082153
20,0,1,31,17,0,0,1,1,1,6.655364990234375,0.025303253903985023,1.0071133375167847
21,0,0,49,19,0,0,1,1,1,9.212789535522461,0.07087498903274536,1.1054223775863647
22,0,0,51,17,1,1,1,1,1,2.2694897651672363,0.04680329188704491,1.0672776699066162
23,0,1,61,15,0,0,1,1,1,11.182388305664062,0.016959188506007195,1.0096607208251953
24,0,0,0,19,0,0,1,1,1,6.15208625793457,0.034391943365335464,1.177589774131775
25,0,1,23,21,0,0,1,1,1,7.678590774536133,0.039610300213098526,1.0136058330535889
26,0,1,22,9,0,0,1,1,1,7.080268859863281,0.02219201624393463,1.0158226490020752
27,0,0,47,24,0,0,1,1,1,8.097318649291992,0.02640056610107422,1.0261446237564087
28,0,0,49,25,0,0,1,1,1,5.233424663543701,0.08612537384033203,1.1176694631576538
29,0,1,30,9,0,0,1,1,1,9.948514938354492,0.02492796815931797,1.07144296169281
30,0,1,32,9,0,0,1,1,1,10.36822509765625,0.025369521230459213,1.0485373735427856
31,0,0,50,18,0,0,1,1,1,5.846285820007324,0.03792419284582138,0.9909868240356445
32,0,1,25,18,0,0,1,1,1,5.457398891448975,0.020480358973145485,1.0157032012939453
33,0,1,57,19,0,0,1,1,1,6.566758155822754,0.037975411862134933,1.058327555656433
34,0,0,12,21,1,1,1,1,1,2.168889045715332,0.04348224401473999,1.0603876113891602
35,0,1,22,16,0,0,1,1,1,12.710124969482422,0.013921632431447506,1.0162941217422485
36,0,0,55,14,0,0,1,1,1,5.93880033493042,0.05243488401174545,0.9706406593322754
37,0,0,5,25,1,1,1,1,1,1.8279612064361572,0.038773465901613235,1.0292305946350098
38,0,0,53,15,1,1,1,1,1,4.86811637878418,0.03548242524266243,0.993180513381958
39,0,1,27,23,0,0,1,1,1,15.673856735229492,0.022201094776391983,1.0439990758895874
40,0,1,25,23,0,0,1,1,1,14.4363374710083,0.03666224703192711,1.056020736694336
41,0,1,22,18,0,0,1,1,1,15.639540672302246,0.018173208460211754,1.0297797918319702
42,0,0,49,24,1,1,1,1,1,3.762906789779663,0.041960619390010834,0.9542480707168579
43,0,1,26,10,0,0,1,1,1,8.458672523498535,0.015074383467435837,1.0100116729736328
44,0,1,28,17,0,0,1,1,1,6.446422100067139,0.02126884274184704,1.0277900695800781
45,0,0,8,16,1,1,1,1,1,2.776409387588501,0.025883212685585022,1.0173132419586182
46,0,0,0,8,0,0,1,1,1,9.939210891723633,0.029107775539159775,1.1385329961776733
47,0,1,57,19,0,0,1,1,1,7.415659427642822,0.025350866839289665,1.0035433769226074
48,0,0,6,18,1,1,1,1,1,3.219505548477173,0.07019463926553726,1.112972378730774
49,0,1,27,9,0,0,1,1,1,18.140058517456055,0.034304987639188766,1.0739063024520874
50,0,1,26,16,0,0,1,1,1,12.262578010559082,0.02453075721859932,1.029332160949707
51,0,1,57,13,0,0,1,1,1,12.589375495910645,0.026336725801229477,0.9985300898551941
52,0,1,57,21,0,0,1,1,1,10.573465347290039,0.03699127584695816,0.9996910095214844
53,0,0,50,18,1,1,1,1,1,4.743116855621338,0.05092690885066986,1.0560779571533203
54,0,1,26,10,0,0,1,1,1,15.978883743286133,0.026909656822681427,1.0426121950149536
55,0,0,44,11,0,0,1,1,1,9.747522354125977,0.04451620206236839,1.0382287502288818
56,0,0,2,20,0,0,1,1,1,6.1478400230407715,0.05635454133152962,1.0986794233322144
57,0,1,29,13,0,0,1,1,1,12.606813430786133,0.02352004125714302,0.9868952631950378
58,0,1,57,11,0,0,1,1,1,9.017548561096191,0.02999182790517807,1.0240561962127686
59,0,1,61,10,0,0,1,1,1,14.317413330078125,0.026499487459659576,1.0675179958343506
60,0,1,59,20,0,0,1,1,1,9.115022659301758,0.01717001385986805,1.0197675228118896
61,0,0,17,18,0,0,1,1,1,5.237504005432129,0.04818367213010788,1.0716750621795654
62,0,0,3,16,0,0,1,1,1,5.320899486541748,0.03460799157619476,1.0696784257888794
63,0,1,58,10,0,0,1,1,1,6.945545673370361,0.018713587895035744,1.0347832441329956
64,0,0,5,14,1,1,1,1,1,2.924448251724243,0.0346415638923645,1.0412880182266235
65,0,0,0,12,0,0,1,1,1,5.875182151794434,0.04209000617265701,1.2766494750976562
66,0,0,19,21,0,0,1,1,1,14.760343551635742,0.04520213231444359,0.9870907068252563
67,0,0,33,16,0,0,1,1,1,12.035387992858887,0.028486955910921097,1.1488968133926392
68,0,0,15,11,1,1,1,1,1,4.84164571762085,0.04113059490919113,1.0490573644638062
69,0,0,18,13,0,0,1,1,1,6.30954122543335,0.02032782882452011,1.0202937126159668
70,0,0,9,19,1,1,1,1,1,2.5446438789367676,0.04329933971166611,1.046006679534912
71,0,1,62,9,0,0,1,1,1,10.405669212341309,0.03259870409965515,1.0795382261276245
72,0,1,30,25,0,0,1,1,1,14.344069480895996,0.03193090856075287,0.976237416267395
73,0,0,12,24,1,1,1,1,1,2.0330023765563965,0.02909434214234352,1.018886685371399
74,0,0,0,16,0,0,1,1,1,7.049529552459717,0.042450495064258575,1.1960629224777222
75,0,1,25,17,0,0,1,1,1,8.860879898071289,0.028217824175953865,1.0384496450424194
76,0,1,31,16,0,0,1,1,1,8.875260353088379,0.024108007550239563,0.9805797338485718
77,0,1,61,10,0,0,1,1,1,12.05627155303955,0.012119059450924397,1.0388106107711792
78,0,1,29,13,0,0,1,1,1,11.284348487854004,0.024870216846466064,1.0450854301452637
79,0,1,27,8,0,0,1,1,1,10.298661231994629,0.02910338155925274,0.9933983683586121
80,0,0,43,14,0,0,1,1,1,9.80514144897461,0.04564478620886803,0.9539743661880493
81,0,0,53,11,0,0,1,1,1,11.486239433288574,0.02318621054291725,1.0200459957122803
82,0,1,60,14,0,0,1,1,1,8.72194766998291,0.021611126139760017,1.0222777128219604
83,0,1,27,18,0,0,1,1,1,11.311735153198242,0.019678495824337006,1.022266149520874
84,0,0,33,13,0,0,1,1,1,11.87537670135498,0.03886417672038078,1.1790618896484375
85,0,1,22,9,0,0,1,1,1,14.579997062683105,0.03166649118065834,1.04804527759552
86,0,0,42,13,0,0,1,1,1,13.248181343078613,0.03819258138537407,1.0202089548110962
87,0,1,57,23,0,0,1,1,1,7.798245906829834,0.018494782969355583,1.0485068559646606
88,0,0,39,14,0,0,1,1,1,13.09563159942627,0.03485119342803955,0.9852213263511658
89,0,1,63,20,0,0,1,1,1,18.855018615722656,0.06823837757110596,1.1650217771530151
90,0,1,62,20,0,0,1,1,1,13.486515998840332,0.03400997817516327,1.0369584560394287
91,0,1,61,14,0,0,1,1,1,16.655731201171875,0.027396515011787415,1.0494434833526611
92,0,1,27,15,0,0,1,1,1,10.131260871887207,0.017603043466806412,0.99643874168396
93,0,0,18,23,0,0,1,1,1,10.590691566467285,0.031977925449609756,0.9925733208656311
94,0,1,25,16,0,0,1,1,1,9.718252182006836,0.02546132542192936,0.9808849692344666
95,0,1,26,10,0,0,1,1,1,13.887762069702148,0.016765570268034935,0.9945830702781677
96,0,0,39,15,0,0,1,1,1,13.857905387878418,0.03246598690748215,0.9735227823257446
97,0,1,25,18,0,0,1,1,1,10.899226188659668,0.06002114713191986,1.0955355167388916
98,0,1,59,19,0,0,1,1,1,8.094172477722168,0.055711936205625534,0.9916884899139404
99,0,0,3,15,1,1,1,1,1,1.7768168449401855,0.022458136081695557,1.057206153869629
100,0,0,19,11,0,0,1,1,1,7.750277519226074,0.016446901485323906,1.0036134719848633
101,0,0,45,10,0,0,1,1,1,7.052923202514648,0.03613778203725815,1.0265111923217773
102,0,1,59,24,0,0,1,1,1,14.332022666931152,0.1005876213312149,1.0499558448791504
103,0,1,57,15,0,0,1,1,1,8.333782196044922,0.01556440070271492,1.0362299680709839
104,0,1,25,24,0,0,1,1,1,15.153700828552246,0.016438044607639313,1.0158424377441406
105,0,1,25,10,0,0,1,1,1,10.054426193237305,0.01724657416343689,1.013108491897583
106,0,1,58,21,0,0,1,1,1,10.454001426696777,0.05935560539364815,1.0188289880752563
107,0,0,13,18,0,0,1,1,1,7.905285358428955,0.03289493918418884,1.0134719610214233
108,0,0,38,21,0,0,1,1,1,9.561615943908691,0.03368520736694336,1.0099092721939087
109,0,0,43,8,0,0,1,1,1,15.021919250488281,0.031313471496105194,1.0005006790161133
110,0,0,46,13,0,0,1,1,1,7.313753128051758,0.032945416867733,1.0099750757217407
111,0,1,62,17,0,0,1,1,1,8.077618598937988,0.02884887531399727,1.05107843875885
112,0,1,59,14,0,0,1,1,1,10.227117538452148,0.03169167414307594,1.0266411304473877
113,0,0,34,12,0,0,1,1,1,7.335028648376465,0.04812099039554596,1.1753966808319092
114,0,0,45,11,0,0,1,1,1,9.342914581298828,0.026613131165504456,0.9804435968399048
115,0,1,63,15,0,0,1,1,1,7.323637962341309,0.027692364528775215,1.0460354089736938
116,0,0,13,15,0,0,1,1,1,7.767727375030518,0.025260331109166145,1.0093357563018799
117,0,0,49,13,1,1,1,1,1,3.8178837299346924,0.03474971652030945,1.0003178119659424
118,0,0,7,19,0,0,1,1,1,5.288375377655029,0.030102800577878952,1.0094712972640991
119,0,0,14,20,1,1,1,1,1,4.726589679718018,0.04176110029220581,1.0187177658081055
120,0,1,32,11,0,0,1,1,1,9.634801864624023,0.020528584718704224,1.048662781715393
121,0,1,63,9,0,0,1,1,1,9.663679122924805,0.0284730177372694,1.0891839265823364
122,0,1,57,25,0,0,1,1,1,11.842179298400879,0.03375226631760597,1.0291980504989624
123,0,0,10,21,1,1,1,1,1,1.9535374641418457,0.04567238688468933,1.0621716976165771
124,0,0,16,10,0,0,1,1,1,6.535277366638184,0.033779602497816086,0.970819354057312
125,0,0,19,12,0,0,1,1,1,5.5224714279174805,0.03277621790766716,0.9725319743156433
126,0,0,35,20,0,0,1,1,1,12.265223503112793,0.03837662190198898,1.0887881517410278
127,0,0,11,17,1,1,1,1,1,3.149697780609131,0.04058152437210083,1.055264949798584
128,0,0,6,24,1,1,1,1,1,3.0366873741149902,0.09369789063930511,0.9226657748222351
129,0,0,7,25,0,0,1,1,1,6.148532390594482,0.04684271290898323,1.0738400220870972
130,0,1,31,17,0,0,1,1,1,14.028682708740234,0.039722662419080734,1.026586651802063
131,0,1,61,24,0,0,1,1,1,13.233294486999512,0.024034470319747925,1.0843476057052612
132,0,0,9,24,1,1,1,1,1,4.6214470863342285,0.03771502897143364,1.0102012157440186
133,0,1,27,20,0,0,1,1,1,14.657103538513184,0.02713867276906967,1.0563229322433472
134,0,0,47,23,1,1,1,1,1,3.912111520767212,0.05017663538455963,1.0299513339996338
135,0,0,33,20,0,0,1,1,1,12.213584899902344,0.05043385550379753,1.2336430549621582
136,0,0,5,14,1,1,1,1,1,3.0278968811035156,0.018596269190311432,1.0203323364257812
137,0,0,1,21,1,1,1,1,1,3.9948976039886475,0.036684587597846985,1.1778887510299683
138,0,1,27,12,0,0,1,1,1,10.0407075881958,0.02593882940709591,0.985917329788208
139,0,1,59,12,0,0,1,1,1,7.967039108276367,0.034294091165065765,1.1089509725570679
140,0,0,9,16,0,0,1,1,1,7.96141242980957,0.05188373476266861,1.0604475736618042
141,0,1,25,11,0,0,1,1,1,14.3943452835083,0.017822477966547012,0.9871712327003479
142,0,1,23,20,0,0,1,1,1,14.287650108337402,0.04038092866539955,0.9622710347175598
143,0,1,26,25,0,0,1,1,1,14.79215145111084,0.06337779760360718,1.09763765335083
144,0,0,50,16,1,1,1,1,1,3.053562641143799,0.02740677259862423,1.006096363067627
145,0,0,3,20,1,1,1,1,1,4.586217403411865,0.03956852853298187,1.1388474702835083
146,0,1,24,15,0,0,1,1,1,16.759660720825195,0.03386335447430611,1.0062658786773682
147,0,0,33,21,0,0,1,1,1,7.606852054595947,0.04732682183384895,1.1937896013259888
148,0,1,62,8,0,0,1,1,1,9.796971321105957,0.02312043122947216,1.0526360273361206
149,0,1,22,14,0,0,1,1,1,12.929254531860352,0.021606165915727615,1.0286281108856201
150,0,1,26,19,1,1,1,1,1,4.4358229637146,0.039548080414533615,1.0613770484924316
151,0,0,45,22,1,1,1,1,1,2.958188056945801,0.028699884191155434,0.9763985872268677
152,0,0,39,20,0,0,1,1,1,12.059494972229004,0.042490117251873016,0.9926157593727112
153,0,0,41,10,0,0,1,1,1,8.073993682861328,0.025022471323609352,0.9905627965927124
154,0,1,63,16,0,0,1,1,1,7.030057907104492,0.020676186308264732,1.078751802444458
155,0,1,26,24,0,0,1,1,1,14.519190788269043,0.038427744060754776,1.0673902034759521
156,0,1,60,10,0,0,1,1,1,13.778027534484863,0.025266844779253006,1.0498400926589966
157,0,1,30,25,0,0,1,1,1,11.059914588928223,0.02101879008114338,1.0271581411361694
158,0,0,53,9,0,0,1,1,1,6.73232889175415,0.02200847677886486,1.0156195163726807
159,0,1,60,13,0,0,1,1,1,14.49239444732666,0.03586222976446152,0.9992061257362366
